date,t,Tau_Motor,Tau_1,Tau_2,vel,encoder_count,mode,level,turn,period,push_leg,degree,phase,Tau_Motor_deriv,Tau_1_deriv,Tau_2_deriv,vel_deriv
10:4:25 - 27/11/2024,33.688,5.04,28.25,16.26,23.58,27123,Active,2,12,57,R,91.806920119607,1,-0.0009999999999985576,-0.19916666666666683,0.23583333333333462,-0.5249999999999999
10:4:25 - 27/11/2024,33.893,4.97,28.09,16.44,22.78,27308,Active,2,12,57,R,120.25630072618539,1,-0.02099999999999852,-0.07749999999999933,0.07166666666666724,-0.9099999999999996
10:4:25 - 27/11/2024,33.973,4.97,28.09,16.44,21.76,27377,Active,2,12,57,R,130.86715079026058,1,-0.013999999999998514,0.020000000000000365,0.05666666666666571,-0.510000000000001
10:4:25 - 27/11/2024,34.015,4.97,28.11,16.56,21.76,27413,Active,2,12,57,R,136.40324647586502,1,-0.025999999999998413,0.04333333333333533,0.06083333333333243,-0.2050000000000013
10:4:25 - 27/11/2024,34.138,4.97,28.17,16.54,21.35,27520,Active,2,12,57,R,152.85775309696712,2,-0.038999999999998425,0.0541666666666686,-0.033333333333331015,0.09999999999999847
10:4:25 - 27/11/2024,34.257,4.84,28.21,16.51,21.96,27625,Active,2,12,57,R,169.00469884664673,2,-0.028999999999998527,0.03083333333333189,-0.044999999999998375,-1.219024881038422e-15
10:4:25 - 27/11/2024,34.337,4.84,28.24,16.44,21.35,27692,Active,2,12,57,L,179.30798803929943,2,-0.010999999999998566,0.022500000000000832,-0.09833333333333363,-0.8400000000000011
10:4:25 - 27/11/2024,34.46,4.89,28.3,16.3,20.28,27790,Active,2,12,57,L,194.37847073900042,3,0.005000000000001448,0.19916666666666957,-0.16083333333333455,-0.015000000000001694
10:4:25 - 27/11/2024,34.577,4.89,28.62,16.04,21.32,27890,Active,2,12,57,L,209.75651431012386,3,-0.00499999999999845,0.31583333333333363,-0.5525000000000007,0.5199999999999984
10:4:25 - 27/11/2024,34.674,4.84,28.86,15.24,21.32,27977,Active,2,12,57,L,223.13541221700126,3,0.02900000000000158,0.15416666666666695,-0.8241666666666668,0.47999999999999926
10:4:25 - 27/11/2024,34.784,4.84,28.93,14.59,22.28,28077,Active,2,12,57,L,238.51345578812473,3,0.05600000000000149,0.020833333333334494,-0.31250000000000044,1.1399999999999992
10:4:25 - 27/11/2024,34.946,5.06,28.93,14.59,23.6,28232,Active,2,12,57,L,262.34942332336607,3,0.09400000000000153,-0.02083333333333252,0.2150000000000003,0.6599999999999988
10:4:25 - 27/11/2024,35.025,5.06,28.93,14.59,23.6,28310,Active,2,12,57,L,274.3442973088424,3,0.08600000000000169,0.10166666666666752,-1.1183333333333343,0.5149999999999975
10:4:25 - 27/11/2024,35.116,5.2,29.11,12.66,24.63,28401,Active,2,12,57,L,288.3383169585647,3,0.042000000000001814,0.12666666666666673,-1.185000000000001,0.6149999999999971
10:4:25 - 27/11/2024,35.229,5.2,29.15,12.57,24.83,28511,Active,2,12,57,L,305.2541648868005,3,0.0280000000000018,0.020000000000002217,0.14750000000000038,-0.3050000000000011
10:4:25 - 27/11/2024,35.314,5.2,29.17,12.65,24.02,28590,Active,2,12,57,L,317.402819307988,3,0.010000000000001563,0.01250000000000278,0.10166666666666706,-1.2399999999999998
10:4:25 - 27/11/2024,35.434,5.2,29.17,12.74,22.35,28695,Active,2,12,57,L,333.5497650576676,4,0.015000000000001568,-0.027499999999999684,0.07083333333333408,-1.2350000000000008
10:4:25 - 27/11/2024,35.555,5.25,29.12,12.8,21.55,28800,Active,2,12,57,L,349.6967108073473,4,-0.03499999999999848,-0.049166666666667996,0.06916666666666704,-0.4000000000000016
10:4:25 - 27/11/2024,35.636,5.25,29.08,12.92,21.55,28867,Active,2,12,57,L,360.0,4,-0.09899999999999853,-0.04250000000000028,0.2633333333333335,-0.41000000000000136
10:4:25 - 27/11/2024,35.755,5.0,29.04,13.26,20.73,28964,Active,2,12,58,R,0.0,1,-0.11799999999999827,-0.019999999999998505,0.18833333333333396,0.0899999999999987
10:4:25 - 27/11/2024,35.963,4.83,29.04,13.26,21.73,29146,Active,2,12,58,R,28.524161950370047,1,-0.08899999999999836,0.01583333333333394,-0.1666666666666662,0.4999999999999988
10:4:25 - 27/11/2024,36.007,4.87,29.04,13.26,21.73,29187,Active,2,12,58,R,34.94993469743143,1,-0.003999999999998616,-0.07999999999999849,0.9258333333333352,0.6299999999999978
10:4:25 - 27/11/2024,36.082,4.87,28.89,14.92,22.99,29258,Active,2,12,58,R,46.077492381367,1,0.03500000000000153,-0.12833333333333177,1.2308333333333354,1.2399999999999989
10:4:25 - 27/11/2024,36.207,4.96,28.8,15.43,24.21,29381,Active,2,12,58,R,65.35481062255116,1,0.027000000000001523,-0.06583333333333298,0.3558333333333345,0.819999999999999
10:4:25 - 27/11/2024,36.325,4.96,28.66,15.85,24.63,29497,Active,2,12,58,R,83.53504571179799,1,0.018000000000001515,-0.45666666666666805,0.5291666666666679,0.3149999999999981
10:4:25 - 27/11/2024,36.407,4.96,27.99,16.43,24.84,29578,Active,2,12,58,R,96.2298650413583,1,1.4988010832439613e-15,-0.44249999999999945,0.38250000000000134,-0.6150000000000015
10:4:25 - 27/11/2024,36.53,4.96,27.89,16.57,23.4,29692,Active,2,12,58,R,114.09664780148019,1,0.004000000000001613,0.025000000000001372,0.052500000000001865,-1.2450000000000006
10:4:25 - 27/11/2024,36.65,4.96,27.95,16.6,22.35,29799,Active,2,12,58,R,130.86634740966477,1,-0.019999999999998352,0.09583333333333321,-0.005833333333334065,-0.5249999999999998
10:4:25 - 27/11/2024,36.731,4.98,28.04,16.58,22.35,29873,Active,2,12,58,R,142.46408358728777,1,-0.032999999999998475,0.033333333333334075,-0.005000000000001526,-0.5000000000000012
10:4:25 - 27/11/2024,36.934,4.85,28.04,16.58,21.35,30043,Active,2,12,58,R,169.10753156290815,2,-0.03499999999999859,0.08333333333333542,-0.04999999999999917,-0.5000000000000012
10:4:25 - 27/11/2024,36.978,4.85,28.21,16.47,21.35,30076,Active,2,12,58,R,174.27949499346974,2,-0.02599999999999869,0.14583333333333404,-0.13333333333333203,-0.9500000000000023
10:4:25 - 27/11/2024,37.056,4.85,28.31,16.32,19.45,30135,Active,2,12,58,L,183.52633870265564,3,1.4988010832439613e-15,0.11249999999999993,-0.18083333333333154,-0.9250000000000018
10:4:25 - 27/11/2024,37.184,4.85,28.45,16.1,19.5,30243,Active,2,12,58,L,200.4527644754027,3,1.4988010832439613e-15,0.15416666666666812,-0.2583333333333342,1.2549999999999997
10:4:25 - 27/11/2024,37.3,4.85,28.61,15.79,21.96,30346,Active,2,12,58,L,216.5955594253374,3,1.4988010832439613e-15,0.16000000000000236,-0.37416666666666776,1.7349999999999983
10:4:25 - 27/11/2024,37.424,4.85,28.76,15.33,22.97,30460,Active,2,12,58,L,234.4623421854593,3,1.4988010832439613e-15,0.12666666666666854,-0.5683333333333329,0.40999999999999887
10:4:25 - 27/11/2024,37.504,4.85,28.87,14.65,22.78,30535,Active,2,12,58,L,246.21680452764477,3,0.02200000000000152,0.12833333333333427,-0.7866666666666672,0.009999999999998522
10:4:25 - 27/11/2024,37.623,4.85,29.01,13.8,22.99,30645,Active,2,12,58,L,263.45668262951676,3,0.0390000000000017,0.1075000000000006,-0.9116666666666677,0.5149999999999976
10:4:25 - 27/11/2024,37.749,4.96,29.07,12.99,23.81,30765,Active,2,12,58,L,282.2638223770135,3,0.0420000000000017,0.0233333333333334,-0.4016666666666673,1.1299999999999994
10:4:25 - 27/11/2024,37.918,4.99,29.07,12.99,25.25,30936,Active,2,12,58,L,309.06399651719636,3,0.031000000000001637,-0.014166666666665698,0.1083333333333337,0.7199999999999992
10:4:25 - 27/11/2024,37.951,4.99,29.07,12.99,25.25,30970,Active,2,12,58,L,314.3926861123204,3,0.042000000000001536,0.06750000000000049,-0.30583333333333346,0.20499999999999868
10:4:25 - 27/11/2024,38.07,4.99,29.18,12.5,25.66,31084,Active,2,12,58,L,332.2594688724423,4,0.036000000000001586,0.044166666666667624,-0.1549999999999998,-0.8250000000000007
10:4:25 - 27/11/2024,38.155,5.17,29.14,12.74,23.6,31160,Active,2,12,58,L,344.17065737919023,4,0.027000000000001634,-0.05333333333333144,0.2233333333333338,-1.7450000000000006
10:4:25 - 27/11/2024,38.27,5.08,29.1,12.85,22.17,31261,Active,2,12,58,L,360.0,4,0.009000000000001618,-0.03749999999999948,0.19583333333333353,-1.3300000000000014
10:4:25 - 27/11/2024,38.395,5.08,29.07,13.11,20.94,31363,Active,2,12,59,R,0.0,1,-0.06599999999999828,-0.002499999999999912,0.04333333333333378,-0.6150000000000013
10:4:25 - 27/11/2024,38.514,5.08,29.07,13.11,20.94,31469,Active,2,12,59,R,16.3847144697295,1,-0.07199999999999857,-0.07166666666666621,0.6166666666666688,1.4399999999999984
10:4:25 - 27/11/2024,38.597,4.84,28.93,14.3,23.82,31550,Active,2,12,59,R,28.905109489051096,1,-0.009999999999998566,-0.12333333333333306,1.0375000000000028,2.0499999999999976
10:4:25 - 27/11/2024,38.719,4.84,28.84,14.97,25.04,31670,Active,2,12,59,R,47.45384285100902,1,0.04500000000000148,-0.11666666666666535,0.6241666666666671,-0.005000000000002172
10:4:25 - 27/11/2024,38.891,5.15,28.71,15.54,23.81,31834,Active,2,12,59,R,72.80377844568484,1,0.09300000000000169,-0.03249999999999879,0.2166666666666666,-0.7800000000000007
10:4:25 - 27/11/2024,38.966,5.15,28.71,15.54,23.48,31904,Active,2,12,59,R,83.62387290682697,1,0.06200000000000172,-0.22249999999999942,0.3550000000000028,-0.16500000000000045
10:4:25 - 27/11/2024,39.044,5.15,28.28,16.26,23.48,31978,Active,2,12,59,R,95.06225848003436,1,-0.029999999999998472,-0.36416666666666675,0.5333333333333344,0.13499999999999848
10:4:25 - 27/11/2024,39.162,5.15,28.07,16.47,23.75,32089,Active,2,12,59,R,112.21983683984543,1,-0.0509999999999986,-0.15333333333333282,0.12583333333333185,-0.1450000000000009
10:4:25 - 27/11/2024,39.254,5.0,27.96,16.58,23.19,32170,Active,2,12,59,R,124.74023185916704,1,-0.05399999999999855,-0.03500000000000032,0.054166666666668,-1.100000000000001
10:4:25 - 27/11/2024,39.366,4.97,27.99,16.59,21.55,32264,Active,2,12,59,R,139.27007299270073,1,-0.038999999999998536,0.05583333333333285,-0.012499999999998242,-0.9500000000000023
10:4:25 - 27/11/2024,39.49,4.97,28.06,16.57,21.29,32367,Active,2,12,59,R,155.1910691283813,2,-0.049999999999998435,0.10416666666666823,-0.011666666666666894,-0.510000000000001
10:4:25 - 27/11/2024,39.612,4.97,28.2,16.54,20.53,32465,Active,2,12,59,R,170.33920137398027,2,-0.09799999999999837,0.18666666666666876,-0.14416666666666644,-0.8950000000000007
10:4:25 - 27/11/2024,39.689,4.75,28.39,16.32,19.5,32524,Active,2,12,59,L,179.45899527694291,2,-0.11399999999999855,0.09916666666666829,-0.1258333333333323,-0.8250000000000022
10:4:25 - 27/11/2024,39.909,4.59,28.39,16.32,18.88,32700,Active,2,12,59,L,206.66380420781454,3,-0.09199999999999853,-0.052499999999999096,0.106666666666667,0.8299999999999991
10:4:25 - 27/11/2024,39.975,4.59,28.39,16.32,21.16,32758,Active,2,12,59,L,215.62902533276085,3,-0.031999999999998585,0.24916666666666623,-0.5625000000000007,1.1399999999999995
10:4:25 - 27/11/2024,40.016,4.59,28.83,15.26,21.16,32797,Active,2,12,59,L,221.6573636753972,3,1.4432899320127035e-15,0.3033333333333355,-0.9391666666666679,0.744999999999998
10:4:25 - 27/11/2024,40.139,4.59,28.92,14.59,22.65,32918,Active,2,12,59,L,240.3606698153714,3,1.4432899320127035e-15,0.05166666666666771,-0.7225000000000008,2.0449999999999986
10:4:25 - 27/11/2024,40.258,4.59,28.99,13.75,25.25,33043,Active,2,12,59,L,259.6822670674109,3,1.4432899320127035e-15,0.06416666666666665,-0.8791666666666673,1.9199999999999986
10:4:25 - 27/11/2024,40.339,4.59,29.05,12.91,26.49,33129,Active,2,12,59,L,272.9755259768141,3,1.4432899320127035e-15,0.05416666666666981,-0.7333333333333346,0.6149999999999988
10:4:25 - 27/11/2024,40.463,4.59,29.1,12.37,26.48,33259,Active,2,12,59,L,293.06998711893516,3,0.14600000000000146,0.050833333333332696,-0.27166666666666706,-0.1100000000000009
10:4:25 - 27/11/2024,40.585,4.59,29.15,12.35,26.27,33387,Active,2,12,59,L,312.85530270502363,3,0.20100000000000162,0.042499999999999816,0.13833333333333392,-0.6200000000000024
10:4:25 - 27/11/2024,40.666,5.32,29.18,12.53,25.24,33466,Active,2,12,59,L,325.0665521683126,3,0.19200000000000172,0.01333333333333507,0.10666666666666695,-3.2000000000000006
10:4:25 - 27/11/2024,40.909,5.23,29.18,12.53,19.87,33666,Active,2,12,59,L,355.9811077715758,4,0.11900000000000177,-0.002499999999999283,-0.014999999999999621,-2.6849999999999996
10:4:25 - 27/11/2024,40.948,5.23,29.18,12.53,19.87,33692,Active,2,12,59,L,360.0,4,-0.01799999999999846,0.012500000000000684,-0.05833333333333304,-1.5200000000000025
10:4:25 - 27/11/2024,41.036,5.23,29.18,12.53,16.83,33750,Active,2,12,60,R,0.0,1,-0.10399999999999843,-0.08083333333333166,0.308333333333335,-1.5200000000000022
10:4:25 - 27/11/2024,41.111,5.23,29.03,13.23,16.83,33805,Active,3,13,60,R,8.436301661695783,1,-0.15199999999999841,-0.1341666666666663,1.1083333333333354,0.7950000000000008
10:4:25 - 27/11/2024,41.243,4.71,28.95,14.43,18.42,33918,Active,3,13,60,R,25.769066893907116,1,-0.14999999999999852,-0.024166666666667055,0.5533333333333341,2.4050000000000002
10:4:25 - 27/11/2024,41.357,4.73,28.95,14.43,21.64,34023,Active,3,13,60,R,41.874733702599066,1,-0.04199999999999865,-0.053333333333333274,0.4850000000000016,2.364999999999997
10:4:25 - 27/11/2024,41.437,4.73,28.83,15.49,23.15,34099,Active,3,13,60,R,53.532168726033234,1,0.08800000000000147,-0.10999999999999854,0.8258333333333354,1.2849999999999988
10:4:25 - 27/11/2024,41.565,5.01,28.71,15.89,24.21,34223,Active,3,13,60,R,72.55219429058373,1,0.08400000000000135,-0.25416666666666426,0.3083333333333337,0.6399999999999992
10:4:25 - 27/11/2024,41.679,5.01,28.35,16.2,24.43,34338,Active,3,13,60,R,90.19173412867491,1,0.05600000000000144,-0.3108333333333336,0.27000000000000063,0.5199999999999982
10:4:25 - 27/11/2024,41.762,5.01,28.16,16.41,25.25,34421,Active,3,13,60,R,102.92288027268854,1,1.6653345369377348e-15,-0.0808333333333335,0.09666666666666793,0.20499999999999868
10:4:25 - 27/11/2024,41.924,5.01,28.16,16.41,24.84,34580,Active,3,13,60,R,127.31146144013634,1,1.6653345369377348e-15,0.020000000000000934,-0.02833333333333285,-0.8300000000000014
10:4:25 - 27/11/2024,42.007,5.01,28.16,16.41,23.59,34654,Active,3,13,60,R,138.66212185769066,1,-0.025999999999998358,-0.03749999999999979,0.07916666666666657,-0.6250000000000013
10:4:25 - 27/11/2024,42.085,5.01,28.11,16.54,23.59,34723,Active,3,13,60,R,149.2458457605454,1,-0.038999999999998314,0.02083333333333475,0.059166666666666964,-0.9150000000000005
10:4:25 - 27/11/2024,42.213,4.88,28.21,16.5,21.76,34833,Active,3,13,60,R,166.11844908393695,2,-0.038999999999998425,0.11250000000000046,-0.06749999999999805,-1.0350000000000013
10:4:25 - 27/11/2024,42.347,4.88,28.31,16.42,21.52,34939,Active,3,13,60,L,182.3775031955688,3,-0.05999999999999833,0.0975000000000005,-0.11333333333333215,-1.0700000000000014
10:4:25 - 27/11/2024,42.409,4.88,28.41,16.26,19.62,34988,Active,3,13,60,L,189.89348103962504,3,-0.07299999999999857,0.09666666666666798,-0.1791666666666675,-1.0350000000000013
10:4:25 - 27/11/2024,42.529,4.71,28.54,15.98,19.45,35080,Active,3,13,60,L,204.005112910098,3,-0.08399999999999863,0.27166666666666794,-0.6458333333333343,0.019999999999998495
10:4:25 - 27/11/2024,42.658,4.6,28.89,15.13,19.66,35186,Active,3,13,60,L,220.26416702172986,3,-0.006999999999998507,0.19333333333333533,-0.47250000000000003,1.124999999999999
10:4:25 - 27/11/2024,42.735,4.6,28.89,15.13,21.7,35255,Active,3,13,60,L,230.8478909245846,3,0.06800000000000167,-0.04333333333333247,0.23833333333333373,1.664999999999998
10:4:25 - 27/11/2024,42.947,4.9,28.89,15.13,22.99,35453,Active,3,13,60,L,261.2185769066894,3,0.10400000000000165,0.09916666666666653,-1.172500000000002,0.9699999999999994
10:4:25 - 27/11/2024,42.983,4.9,29.06,13.12,23.64,35486,Active,3,13,60,L,266.2803579037069,3,0.08100000000000157,0.09166666666666655,-1.1233333333333355,0.38999999999999924
10:4:25 - 27/11/2024,43.099,4.97,29.06,13.12,23.77,35597,Active,3,13,60,L,283.30634853003835,3,0.029000000000001414,0.03583333333333419,-0.18333333333333335,0.06499999999999818
10:4:25 - 27/11/2024,43.179,4.97,29.15,12.53,23.77,35677,Active,3,13,60,L,295.5773327652322,3,0.030000000000001414,0.07000000000000148,-0.30916666666666665,0.5349999999999988
10:4:25 - 27/11/2024,43.304,5.01,29.18,12.61,24.84,35801,Active,3,13,60,L,314.5973583297827,3,0.018000000000001626,0.012500000000001607,0.16500000000000084,0.3299999999999987
10:4:25 - 27/11/2024,43.423,5.03,29.18,12.75,24.43,35913,Active,3,13,60,L,331.77673625905413,4,0.010000000000001619,-0.017500000000000175,0.15166666666666787,-0.6200000000000006
10:4:25 - 27/11/2024,43.506,5.03,29.15,12.9,23.6,35990,Active,3,13,60,L,343.5875585854282,4,-0.0019999999999983364,-0.027499999999998505,0.1275000000000001,-0.9350000000000018
10:4:25 - 27/11/2024,43.632,5.01,29.12,13.03,22.56,36097,Active,3,13,60,L,360.0,4,-0.005999999999998562,-0.0674999999999977,0.2325000000000006,-1.3500000000000028
10:4:25 - 27/11/2024,43.749,5.01,29.03,13.32,20.9,36194,Active,3,13,61,R,0.0,1,-0.0459999999999986,-0.041666666666665936,0.05916666666666798,-0.5050000000000001
10:4:25 - 27/11/2024,43.911,5.01,29.03,13.32,21.55,36340,Active,3,13,61,R,23.432902362906823,1,-0.06299999999999839,-0.0450000000000001,0.6208333333333343,0.9400000000000001
10:4:25 - 27/11/2024,43.958,4.8,28.93,14.51,22.78,36384,Active,3,13,61,R,30.494872938029427,1,-0.0629999999999985,-0.09083333333333383,0.9975000000000015,1.024999999999999
10:4:25 - 27/11/2024,44.072,4.8,28.86,15.1,23.6,36493,Active,3,13,61,R,47.989300044583146,1,-0.041999999999998594,-0.06583333333333144,0.4758333333333348,0.5149999999999975
10:4:25 - 27/11/2024,44.192,4.8,28.76,15.59,23.81,36607,Active,3,13,61,R,66.2862238074008,1,0.03800000000000159,-0.2124999999999987,0.6058333333333348,0.10499999999999733
10:4:25 - 27/11/2024,44.275,4.8,28.46,16.25,23.81,36685,Active,3,13,61,R,78.80517164511815,1,0.05700000000000166,-0.27166666666666667,0.4550000000000019,-0.2050000000000014
10:4:25 - 27/11/2024,44.397,4.99,28.28,16.44,23.4,36795,Active,3,13,61,R,96.46009808292466,1,0.029000000000001525,-0.07083333333333253,0.04666666666666808,-0.5300000000000007
10:4:25 - 27/11/2024,44.519,4.99,28.28,16.44,22.75,36901,Active,3,13,61,R,113.47302719572002,1,-0.01599999999999835,-0.05666666666666566,0.049166666666666914,-0.8199999999999997
10:4:25 - 27/11/2024,44.606,4.85,28.17,16.55,21.76,36975,Active,3,13,61,R,125.34997770842622,1,-0.05999999999999844,-0.011666666666665652,0.058333333333332626,-1.0400000000000003
10:4:25 - 27/11/2024,44.723,4.79,28.26,16.54,20.67,37068,Active,3,13,61,R,140.27641551493537,1,-0.04599999999999843,0.06166666666666738,-0.015000000000000409,-0.9050000000000022
10:4:25 - 27/11/2024,44.881,4.79,28.26,16.54,19.95,37192,Active,3,13,61,R,160.1783325902809,2,-0.04199999999999865,-0.01916666666666561,0.01583333333333389,-0.790000000000002
10:4:25 - 27/11/2024,44.964,4.79,28.26,16.54,19.09,37255,Active,3,13,61,R,170.28979045920642,2,-0.04499999999999871,0.07249999999999891,-0.08916666666666638,-0.25000000000000105
10:4:25 - 27/11/2024,45.045,4.64,28.4,16.36,19.45,37318,Active,3,13,61,L,180.40124832813197,3,-0.04499999999999871,0.1341666666666679,-0.19083333333333147,0.5149999999999995
10:4:25 - 27/11/2024,45.171,4.64,28.51,16.17,20.12,37421,Active,3,13,61,L,196.93267944716897,3,-0.00999999999999851,0.12333333333333438,-0.23583333333333345,0.33499999999999974
10:4:25 - 27/11/2024,45.249,4.64,28.65,15.87,20.12,37491,Active,3,13,61,L,208.16763263486402,3,0.0540000000000016,0.14000000000000068,-0.35416666666666846,1.114999999999999
10:4:25 - 27/11/2024,45.372,4.74,28.78,15.45,22.35,37607,Active,3,13,61,L,226.78555506018725,3,0.1080000000000016,0.11583333333333468,-0.5041666666666668,1.8449999999999975
10:4:25 - 27/11/2024,45.493,4.86,28.88,14.85,23.81,37728,Active,3,13,61,L,246.20597414177442,3,0.1190000000000016,0.08416666666666746,-0.7058333333333333,1.449999999999998
10:4:25 - 27/11/2024,45.621,5.07,28.96,14.06,25.25,37862,Active,3,13,61,L,267.7128845296478,3,0.1210000000000015,0.10833333333333406,-0.9008333333333336,1.1299999999999994
10:4:25 - 27/11/2024,45.696,5.07,29.08,13.22,26.07,37939,Active,3,13,61,L,280.0713330361124,3,0.09300000000000158,0.06333333333333259,-0.42416666666666697,-0.7200000000000021
10:4:25 - 27/11/2024,45.91,5.24,29.08,13.22,23.81,38144,Active,3,13,61,L,312.9736959429336,3,0.0510000000000016,-0.01833333333333242,0.11083333333333364,-1.1300000000000021
10:4:25 - 27/11/2024,45.944,5.24,29.08,13.22,23.81,38174,Active,3,13,61,L,317.7886758805172,3,0.034000000000001585,0.06083333333333515,-0.29750000000000004,-0.6250000000000013
10:4:25 - 27/11/2024,46.021,5.24,29.18,12.73,22.56,38241,Active,3,13,61,L,328.5421310744539,3,1.5543122344752192e-15,0.04333333333333416,-0.21416666666666748,-1.5400000000000005
10:4:25 - 27/11/2024,46.14,5.24,29.15,12.87,20.73,38338,Active,3,13,61,L,344.1105662059742,4,1.5543122344752192e-15,-0.03999999999999838,0.17750000000000046,-1.22
10:4:25 - 27/11/2024,46.264,5.24,29.12,12.99,20.12,38437,Active,3,13,61,L,360.0,4,1.5543122344752192e-15,-0.03499999999999939,0.12750000000000117,-0.3050000000000008
10:4:25 - 27/11/2024,46.342,5.24,29.08,13.17,20.12,38497,Active,3,13,62,R,0.0,1,-0.07999999999999852,-0.04083333333333394,0.2933333333333337,-0.5150000000000017
10:4:25 - 27/11/2024,46.468,5.24,29.04,13.6,19.09,38596,Active,3,13,62,R,15.025295109612141,1,-0.1239999999999985,-0.03916666666666464,0.5525000000000015,-0.025000000000001413
10:4:25 - 27/11/2024,46.588,4.84,29.0,14.23,20.07,38702,Active,3,13,62,R,31.112984822934234,1,-0.1259999999999986,-0.03666666666666604,0.643333333333335,1.4349999999999994
10:4:25 - 27/11/2024,46.684,4.82,28.95,14.84,21.96,38790,Active,3,13,62,R,44.468802698145026,1,-0.08599999999999858,-0.11333333333333234,0.6125000000000005,2.694999999999999
10:4:25 - 27/11/2024,46.873,4.82,28.8,15.37,25.46,38979,Active,3,13,62,R,73.15345699831366,1,0.048000000000001486,-0.059999999999998346,0.19333333333333394,1.7499999999999987
10:4:25 - 27/11/2024,46.912,4.82,28.8,15.37,25.46,39019,Active,3,13,62,R,79.22428330522766,1,0.07800000000000146,-0.13666666666666702,0.39000000000000073,-0.10500000000000184
10:4:25 - 27/11/2024,47.039,5.08,28.52,16.15,25.25,39147,Active,3,13,62,R,98.65092748735245,1,0.07800000000000146,-0.25333333333333224,0.5875000000000008,-0.10500000000000183
10:4:25 - 27/11/2024,47.113,5.08,28.35,16.4,25.25,39221,Active,3,13,62,R,109.88195615514334,1,0.040000000000001534,-0.14083333333333348,0.17000000000000087,-0.6200000000000007
10:4:25 - 27/11/2024,47.237,5.08,28.24,16.56,24.01,39337,Active,3,13,62,R,127.48735244519393,1,-0.017999999999998573,-0.047500000000000216,0.10333333333333444,-1.3350000000000022
10:4:25 - 27/11/2024,47.356,5.02,28.25,16.61,22.58,39445,Active,3,13,62,R,143.8785834738617,1,-0.017999999999998573,0.038333333333334815,0.004166666666667811,-0.7150000000000029
10:4:25 - 27/11/2024,47.452,5.02,28.29,16.59,22.58,39527,Active,3,13,62,R,156.32377740303542,2,-0.0479999999999986,0.015000000000000206,-0.0074999999999992495,-0.430000000000001
10:4:25 - 27/11/2024,47.56,5.02,28.29,16.59,21.72,39617,Active,3,13,62,R,169.9831365935919,2,-0.05399999999999833,0.043333333333334154,-0.04333333333333382,-1.0349999999999995
10:4:25 - 27/11/2024,47.692,4.84,28.38,16.49,20.51,39719,Active,3,13,62,L,185.4637436762226,3,-0.05399999999999844,0.09333333333333434,-0.1516666666666673,-1.47
10:4:25 - 27/11/2024,47.883,4.84,28.45,16.33,18.78,39867,Active,3,13,62,L,207.9258010118044,3,-0.09399999999999836,-0.0008333333333323048,0.0016666666666669133,-0.8650000000000012
10:4:25 - 27/11/2024,47.928,4.84,28.45,16.33,18.78,39904,Active,3,13,62,L,213.54131534569984,3,-0.08699999999999863,0.23333333333333448,-0.5933333333333333,0.9599999999999981
10:4:25 - 27/11/2024,48.007,4.55,28.86,15.29,20.7,39972,Active,3,13,62,L,223.86172006745363,3,-0.08699999999999863,0.22750000000000115,-0.4966666666666668,1.5899999999999987
10:4:25 - 27/11/2024,48.126,4.55,28.86,15.29,21.96,40081,Active,3,13,62,L,240.40472175379426,3,0.010000000000001341,0.04250000000000135,-0.6208333333333332,1.45
10:4:25 - 27/11/2024,48.209,4.55,29.0,13.97,23.6,40160,Active,3,13,62,L,252.39460370994942,3,0.12400000000000144,0.11250000000000049,-1.166666666666667,0.9249999999999976
10:4:25 - 27/11/2024,48.337,4.89,29.06,13.22,23.81,40284,Active,3,13,62,L,271.2141652613828,3,0.1350000000000015,0.04916666666666726,-0.6033333333333342,0.5149999999999975
10:4:25 - 27/11/2024,48.453,5.0,29.11,12.73,24.63,40398,Active,3,13,62,L,288.5160202360877,3,0.10100000000000159,0.04500000000000081,-0.3000000000000008,0.40999999999999875
10:4:25 - 27/11/2024,48.533,5.0,29.15,12.61,24.63,40477,Active,3,13,62,L,300.50590219224284,3,0.02200000000000152,0.03666666666666764,0.004999999999999744,0.2049999999999987
10:4:25 - 27/11/2024,48.634,5.0,29.18,12.69,25.04,40588,Active,3,13,62,L,317.35244519392916,3,1.3877787807814457e-15,0.014166666666668238,0.14416666666666753,-0.10500000000000004
10:4:25 - 27/11/2024,48.776,5.0,29.18,12.84,24.42,40715,Active,3,13,62,L,336.6273187183811,4,1.3877787807814457e-15,0.0033333333333340704,0.06166666666666732,-0.7200000000000002
10:4:25 - 27/11/2024,48.94,5.0,29.18,12.84,23.6,40869,Active,3,13,62,L,360.0,4,-0.0019999999999984475,-0.036666666666666015,0.1033333333333342,-0.4100000000000015
10:4:25 - 27/11/2024,48.98,5.0,29.11,13.07,23.6,40903,Active,3,13,63,R,0.0,1,-0.002999999999998393,-0.06583333333333344,0.21333333333333354,-1.1250000000000013
10:4:25 - 27/11/2024,49.106,4.99,29.06,13.29,21.35,41012,Active,3,13,63,R,17.286343612334804,1,-0.002999999999998393,-0.044166666666664564,0.34750000000000136,-0.8200000000000015
10:4:25 - 27/11/2024,49.183,4.99,29.01,13.88,21.96,41079,Active,3,13,63,R,27.911894273127757,1,-0.029999999999998528,-0.08333333333333176,1.0666666666666693,0.5099999999999986
